2452773.03729559	-92386550.9535188	-119635936.132965	696.488934332998
2452775.97819054	-86107942.3563025	-124356752.813055	-175561.617107973
2452778.91908549	-79608246.1865282	-128774984.471573	-355849.147247494
2452781.85998044	-72903805.307197	-132880178.543993	-539680.728642951
2452784.80087539	-66011515.4406299	-136662920.9179	-726555.953844203
2452787.74177035	-58948746.1767882	-140114871.634308	-915962.511568632
2452790.6826653	-51733258.9271359	-143228793.748952	-1107378.52556204
2452793.62356025	-44383122.7250716	-145998574.440829	-1300274.89857207
2452796.5644552	-36916628.7634857	-148419238.191598	-1494117.6412644
2452799.50535015	-29352204.5715605	-150486951.981658	-1688370.16390909
2452802.44624511	-21708328.7265078	-152199022.568249	-1882495.51049314
2452805.38714006	-14003446.9709599	-153553886.027291	-2075958.51552636
2452808.32803501	-6255890.56621642	-154551089.851728	-2268227.86794147
2452811.26892996	1516202.34685726	-155191268.000067	-2458778.06539551
2452814.20982491	9294961.67735063	-155476109.376851	-2647091.2461774
2452817.15071987	17062855.9831708	-155408320.305492	-2832658.88924619
2452820.09161482	24802758.2086037	-154991581.614028	-3014983.37379391
2452823.03250977	32498006.1249192	-154230501.001105	-3193579.3930445
2452825.97340472	40132457.1363287	-153130561.380333	-3367975.21990597
2452828.91429968	47690537.2121686	-151698065.916829	-3537713.82383094
2452831.85519463	55157283.8023336	-149940080.470204	-3702353.83950078
2452834.79608958	62518382.6839024	-147864374.146234	-3861470.3929248
2452837.73698453	69760198.7735362	-145479358.636922	-4014655.78999256
2452840.67787948	76869801.0169936	-142794026.98988	-4161520.07266404
2452843.61877444	83834981.5367008	-139817892.408765	-4301691.45104721
2452846.55966939	90644269.2772932	-136560927.635588	-4434816.62191018
2452849.50056434	97286938.4394546	-133033505.411007	-4560560.98054129
2452852.44145929	103753012.031656	-129246340.45143	-4678608.73700675
2452855.38235424	110033260.898496	-125210433.320232	-4788662.94414462
2452858.3232492	116119198.607103	-120937016.515602	-4890445.44948864
2452861.26414415	122003072.58443	-116437503.0369	-4983696.77759926
2452864.2050391	127677851.902877	-111723437.636306	-5068175.95165423
2452867.14593405	133137212.109505	-106806450.910443	-5143660.26230779
2452870.086829	138375517.48687	-101698216.338935	-5209944.99105872
2452873.02772396	143387801.11914	-96410410.3311375	-5266843.09448545
2452875.96861891	148169743.121777	-90954675.3044529	-5314184.85438869
2452878.90951386	152717647.372197	-85342585.7816107	-5351817.50033071
2452881.85040881	157028417.055465	-79585617.4635669	-5379604.80712342
2452884.79130377	161099529.318036	-73695119.2110849	-5397426.67236154
