2453589	64580.1427334547	-145777008.182337	-380490953.81347	8354704.22189466
2453599	28291.3758561015	-133774272.71057	-387050866.702834	6627325.81298877
2453608	78402.6089385152	-121527793.591956	-393120880.612566	4838513.72777423
2453618	42113.842061162	-109056010.46243	-398697001.193474	2990267.17312501
2453628	5825.07514357567	-96377138.3905906	-403775696.270437	1084661.49434571
2453637	55936.3082662225	-83509179.7600711	-408353884.412003	-876154.548127494
2453647	19647.5413486362	-70469935.0556264	-412428925.129748	-2889961.31868166
2453656	69758.774471283	-57277012.5810177	-415998610.617404	-4954470.67974415
2453666	33470.0075536966	-43947837.1187777	-419061158.915328	-7067328.2148026
2453675	83581.2406763434	-30499657.5384932	-421615208.398484	-9226115.32246256
2453685	47292.4737587571	-16949553.3524315	-423659813.489957	-11428351.2022776
2453695	11003.7068814039	-3314440.21403031	-425194441.502197	-13671494.7560154
2453704	61114.9399638176	10388925.6488646	-426218970.516625	-15952946.4292549
2453714	24826.1730462313	24143944.0766208	-426733688.210588	-18270050.0195614
2453723	74937.4061688781	37934168.7099818	-426739291.54129	-20620094.4769475
2453733	38648.6392512918	51743305.8251381	-426236887.197945	-23000315.7250613
2453743	2359.87237393856	65555214.2878975	-425227992.731684	-25407898.529288
2453752	52471.1054563522	79353906.6425294	-423714538.272289	-27839978.4392696
2453762	16182.338578999	93123551.3513304	-421698868.734969	-30293643.8323382
